SAP2000 v14.0.0    3/26/21 14:49:30

Table:  Element Forces - Frames

       Frame     Station  OutputCase    CaseType           P          V2          V3           T          M2          M3   FrameElem ElemStation
                      mm                                   N           N           N        N-mm        N-mm        N-mm                      mm

          61     2750.00        DEAD   LinStatic        0.00    -1872.87  -2.711E-20    73522.07   2.033E-17 29990629.32        61-2      750.00
          61     3250.00        DEAD   LinStatic        0.00     1837.68  -2.711E-20    73522.07   3.388E-17 29999426.96        61-2     1250.00
          61     3750.00        DEAD   LinStatic        0.00     4361.88  -2.711E-20    73522.07   4.743E-17 28383628.78        61-2     1750.00
          61     4000.00        DEAD   LinStatic        0.00     5030.80  -2.711E-20    73522.07   5.421E-17 27201304.69        61-2     2000.00
          61     4000.00        DEAD   LinStatic        0.00    36469.21  -2.711E-20 -10307404.0        0.00 25594637.27        61-3        0.00
          61     4250.00        DEAD   LinStatic        0.00    37138.14  -2.711E-20 -10307404.0   6.776E-18 16401956.98        61-3      250.00
          61     4750.00        DEAD   LinStatic        0.00    39662.34  -2.711E-20 -10307404.0   2.033E-17 -2732253.60        61-3      750.00
          61     5250.00        DEAD   LinStatic        0.00    43372.89  -2.711E-20 -10307404.0   3.388E-17 -23491060.0        61-3     1250.00
          61     5750.00        DEAD   LinStatic        0.00    45897.09  -2.711E-20 -10307404.0   4.743E-17  -45874462.        61-3     1750.00
          61      250.00        LIVE   LinStatic        0.00   -11338.26   1.355E-20  2844338.86   1.049E-17 -11539208.1        61-1      250.00
          61      750.00        LIVE   LinStatic        0.00   -10838.26   1.355E-20  2844338.86   3.713E-18 -5974245.30        61-1      750.00
          61     1250.00        LIVE   LinStatic        0.00    -9963.26   1.355E-20  2844338.86  -3.063E-18  -773865.79        61-1     1250.00
          61     1750.00        LIVE   LinStatic        0.00    -9463.26   1.355E-20  2844338.86  -9.839E-18  4061930.37        61-1     1750.00
          61     2000.00        LIVE   LinStatic        0.00    -9400.76   1.355E-20  2844338.86  -1.323E-17  6417328.46        61-1     2000.00
          61     2000.00        LIVE   LinStatic        0.00    -1008.64   2.711E-20    21478.82   1.388E-17  6896679.64        61-2        0.00
          61     2250.00        LIVE   LinStatic        0.00     -946.14   2.711E-20    21478.82   7.102E-18  7143631.67        61-2      250.00
          61     2750.00        LIVE   LinStatic        0.00     -446.14   2.711E-20    21478.82  -6.451E-18  7512535.73        61-2      750.00
          61     3250.00        LIVE   LinStatic        0.00      428.86   2.711E-20    21478.82  -2.000E-17  7516856.45        61-2     1250.00
          61     3750.00        LIVE   LinStatic        0.00      928.86   2.711E-20    21478.82  -3.356E-17  7156593.84        61-2     1750.00
          61     4000.00        LIVE   LinStatic        0.00      991.36   2.711E-20    21478.82  -4.033E-17  6913962.54        61-2     2000.00
          61     4000.00        LIVE   LinStatic        0.00     9394.06   1.355E-20 -2818519.98   1.388E-17  6473552.55        61-3        0.00
          61     4250.00        LIVE   LinStatic        0.00     9456.56   1.355E-20 -2818519.98   1.049E-17  4119829.18        61-3      250.00
          61     4750.00        LIVE   LinStatic        0.00     9956.56   1.355E-20 -2818519.98   3.713E-18  -712617.58        61-3      750.00
          61     5250.00        LIVE   LinStatic        0.00    10831.56   1.355E-20 -2818519.98  -3.063E-18 -5909647.66        61-3     1250.00
          61     5750.00        LIVE   LinStatic        0.00    11331.56   1.355E-20 -2818519.98  -9.839E-18 -11471261.1        61-3     1750.00
          61      250.00       WINDX   LinStatic        0.00     7227.29        0.00   4.350E-06  -2.049E-20 20037998.83        61-1      250.00
          61      750.00       WINDX   LinStatic        0.00     7227.29        0.00   4.350E-06        0.00 16424354.21        61-1      750.00
          61     1250.00       WINDX   LinStatic        0.00     7227.29        0.00   4.350E-06        0.00 12810709.59        61-1     1250.00
          61     1750.00       WINDX   LinStatic        0.00     7227.29        0.00   4.350E-06   1.922E-20  9197064.98        61-1     1750.00
          61     2000.00       WINDX   LinStatic        0.00     7227.29        0.00   4.350E-06   2.583E-20  7390242.67        61-1     2000.00
          61     2000.00       WINDX   LinStatic        0.00     7227.29        0.00   8.991E-07   5.421E-20  7390242.67        61-2        0.00
          61     2250.00       WINDX   LinStatic        0.00     7227.29        0.00   8.991E-07   4.098E-20  5583420.36        61-2      250.00
          61     2750.00       WINDX   LinStatic        0.00     7227.29        0.00   8.991E-07   1.451E-20  1969775.74        61-2      750.00
          61     3250.00       WINDX   LinStatic        0.00     7227.29        0.00   8.991E-07  -1.196E-20 -1643868.88        61-2     1250.00
          61     3750.00       WINDX   LinStatic        0.00     7227.29        0.00   8.991E-07  -3.843E-20 -5257513.50        61-2     1750.00
          61     4000.00       WINDX   LinStatic        0.00     7227.29        0.00   8.991E-07  -5.167E-20 -7064335.81        61-2     2000.00
          61     4000.00       WINDX   LinStatic        0.00     7227.29        0.00  -1.002E-06        0.00 -7064335.81        61-3        0.00
          61     4250.00       WINDX   LinStatic        0.00     7227.29        0.00  -1.002E-06        0.00 -8871158.12        61-3      250.00
          61     4750.00       WINDX   LinStatic        0.00     7227.29        0.00  -1.002E-06        0.00 -12484802.7        61-3      750.00
          61     5250.00       WINDX   LinStatic        0.00     7227.29        0.00  -1.002E-06        0.00 -16098447.4        61-3     1250.00
          61     5750.00       WINDX   LinStatic        0.00     7227.29        0.00  -1.002E-06        0.00 -19712092.0        61-3     1750.00
          61      250.00       WINDY   LinStatic        0.00     -623.22  -2.910E-11  2309823.79   7.276E-09  -656234.54        61-1      250.00
          61      750.00       WINDY   LinStatic        0.00     -623.22  -2.910E-11  2309823.79   2.183E-08  -344625.36        61-1      750.00
          61     1250.00       WINDY   LinStatic        0.00     -623.22  -2.910E-11  2309823.79   3.638E-08   -33016.19        61-1     1250.00
          61     1750.00       WINDY   LinStatic        0.00     -623.22  -2.910E-11  2309823.79   5.093E-08   278592.99        61-1     1750.00
          61     2000.00       WINDY   LinStatic        0.00     -623.22  -2.910E-11  2309823.79   5.821E-08   434397.58        61-1     2000.00
          61     2000.00       WINDY   LinStatic        0.00        2.62        0.00     1034.29   2.980E-08   407391.04        61-2        0.00
          61     2250.00       WINDY   LinStatic        0.00        2.62        0.00     1034.29   2.980E-08   406736.28        61-2      250.00
          61     2750.00       WINDY   LinStatic        0.00        2.62        0.00     1034.29   2.980E-08   405426.75        61-2      750.00
          61     3250.00       WINDY   LinStatic        0.00        2.62        0.00     1034.29   2.980E-08   404117.23        61-2     1250.00
          61     3750.00       WINDY   LinStatic        0.00        2.62        0.00     1034.29   2.980E-08   402807.70        61-2     1750.00
          61     4000.00       WINDY   LinStatic        0.00        2.62        0.00     1034.29   2.980E-08   402152.94        61-2     2000.00
          61     4000.00       WINDY   LinStatic        0.00      624.72  -2.910E-11 -2296304.54        0.00   427655.64        61-3        0.00
          61     4250.00       WINDY   LinStatic        0.00      624.72  -2.910E-11 -2296304.54   7.276E-09   271475.81        61-3      250.00
          61     4750.00       WINDY   LinStatic        0.00      624.72  -2.910E-11 -2296304.54   2.183E-08   -40883.83        61-3      750.00
          61     5250.00       WINDY   LinStatic        0.00      624.72  -2.910E-11 -2296304.54   3.638E-08  -353243.48        61-3     1250.00
          61     5750.00       WINDY   LinStatic        0.00      624.72  -2.910E-11 -2296304.54   5.093E-08  -665603.12        61-3     1750.00
          62      250.00        DEAD   LinStatic        0.00   -46676.08  -5.421E-20  9736706.44  -4.196E-17  -47163523.        62-1      250.00
          62      750.00        DEAD   LinStatic        0.00   -44151.88  -5.421E-20  9736706.44  -1.485E-17 -24390624.4        62-1      750.00
          62     1250.00        DEAD   LinStatic        0.00   -40441.33  -5.421E-20  9736706.44   1.225E-17 -3242321.77        62-1     1250.00
          62     1750.00        DEAD   LinStatic        0.00   -37917.13  -5.421E-20  9736706.44   3.936E-17 16281385.07        62-1     1750.00
          62     2000.00        DEAD   LinStatic        0.00   -37248.21  -5.421E-20  9736706.44   5.291E-17 25668813.50        62-1     2000.00
          62     2000.00        DEAD   LinStatic        0.00    -5889.99        0.00   -84506.35   5.551E-17 27372440.71        62-2        0.00
          62     2250.00        DEAD   LinStatic        0.00    -5221.06        0.00   -84506.35   5.551E-17 28769559.95        62-2      250.00
          62     2750.00        DEAD   LinStatic        0.00    -2696.86        0.00   -84506.35   5.551E-17 30814948.43        62-2      750.00
          62     3250.00        DEAD   LinStatic        0.00     1013.69        0.00   -84506.35   5.551E-17 31235741.08        62-2     1250.00
          62     3750.00        DEAD   LinStatic        0.00     3537.89        0.00   -84506.35   5.551E-17 30031937.91        62-2     1750.00
          62     4000.00        DEAD   LinStatic        0.00     4206.81        0.00   -84506.35   5.551E-17 29055611.33        62-2     2000.00
          62     4000.00        DEAD   LinStatic        0.00    35622.24  -1.084E-19 -10191961.4  -5.551E-17 27295812.06        62-3        0.00
          62     4250.00        DEAD   LinStatic        0.00    36291.16  -1.084E-19 -10191961.4  -2.841E-17 18314875.64        62-3      250.00
          62     4750.00        DEAD   LinStatic        0.00    38815.36  -1.084E-19 -10191961.4   2.580E-17  -395847.21        62-3      750.00
          62     5250.00        DEAD   LinStatic        0.00    42525.91  -1.084E-19 -10191961.4   8.001E-17 -20731165.9        62-3     1250.00
          62     5750.00        DEAD   LinStatic        0.00    45050.11  -1.084E-19 -10191961.4   1.342E-16  -42691080.        62-3     1750.00
          62      250.00        LIVE   LinStatic        0.00   -11524.93        0.00  2662261.94        0.00 -11792669.6        62-1      250.00
          62      750.00        LIVE   LinStatic        0.00   -11024.93        0.00  2662261.94        0.00 -6134372.66        62-1      750.00
          62     1250.00        LIVE   LinStatic        0.00   -10149.93        0.00  2662261.94        0.00  -840659.10        62-1     1250.00
          62     1750.00        LIVE   LinStatic        0.00    -9649.93        0.00  2662261.94        0.00  4088471.13        62-1     1750.00
          62     2000.00        LIVE   LinStatic        0.00    -9587.43        0.00  2662261.94        0.00  6490536.24        62-1     2000.00
          62     2000.00        LIVE   LinStatic        0.00    -1206.41  -2.711E-20   -25968.48  -1.388E-17  6957504.74        62-2        0.00
          62     2250.00        LIVE   LinStatic        0.00    -1143.91  -2.711E-20   -25968.48  -7.102E-18  7253898.94        62-2      250.00
          62     2750.00        LIVE   LinStatic        0.00     -643.91  -2.711E-20   -25968.48   6.451E-18  7721687.34        62-2      750.00
